id,name,gender,date_of_birth,country,team
19029,Jon Ander Olasagasti,male,2000-08-16T00:00:00+00:00,ES,R. Sociedad B
4431,Jon Bautista,male,1995-07-03T00:00:00+00:00,ES,CD Leganés
5997,Jon Guridi,male,1995-02-28T00:00:00+00:00,ES,Real Sociedad
19225,Jon Karrikaburu,male,2002-09-19T00:00:00+00:00,ES,Real Sociedad
9743,Jon Moncayola,male,1998-05-13T00:00:00+00:00,ES,CA Osasuna
14846,Jon Morcillo,male,1998-09-15T00:00:00+00:00,ES,Real Valladolid CF
12675,Jon Pacheco,male,2001-01-08T00:00:00+00:00,ES,R. Sociedad B
24122,Jonathan Gómez,male,2003-09-01T00:00:00+00:00,MX,Real Sociedad
2932,Jonathan Silva,male,1994-06-29T00:00:00+00:00,AR,Getafe CF
14601,Jonatan Carmona Álamo,male,2001-09-25T00:00:00+00:00,ES,
544,Jonás Ramalho,male,1993-06-10T00:00:00+00:00,AO,CA Osasuna
8,Jordi Alba,male,1989-03-21T00:00:00+00:00,ES,FC Barcelona
8847,Jordi Mboula,male,1999-03-16T00:00:00+00:00,ES,
5886,Jorge Cuenca,male,1999-11-17T00:00:00+00:00,ES,Getafe CF
1982,Jorge Miramón,male,1989-06-02T00:00:00+00:00,ES,Levante UD
927,Jorge Molina,male,1982-04-22T00:00:00+00:00,ES,Granada CF
23365,Jorge Moreno,male,2001-07-25T00:00:00+00:00,ES,
12015,Jorge de Frutos,male,1997-02-20T00:00:00+00:00,ES,Levante UD
1996,José Antonio Ferrández Pomares,male,1989-12-03T00:00:00+00:00,ES,Elche CF
1094,Joseba Zaldua,male,1992-06-24T00:00:00+00:00,ES,Real Sociedad
23121,José David Menargues Manzanares,male,2002-05-01T00:00:00+00:00,ES,Valencia CF
25609,José David Álvarez Adsuar,male,2001-01-22T00:00:00+00:00,ES,Levante UD
4703,Jose Luis Mato Sanmartín,male,1990-03-27T00:00:00+00:00,ES,Deportivo Alavés
4077,José Manuel Sánchez Guillén,male,1996-06-05T00:00:00+00:00,ES,Real Valladolid CF
17031,Josep Antoni Gayá Martinez,male,2000-07-07T00:00:00+00:00,ES,RCD Mallorca
8904,Joseph Aidoo,male,1995-09-29T00:00:00+00:00,GH,RC Celta
1999,José Campaña,male,1993-05-31T00:00:00+00:00,ES,Levante UD
12677,José Fontán,male,2000-02-11T00:00:00+00:00,ES,RC Celta
722,José Gayà,male,1995-05-25T00:00:00+00:00,ES,Valencia CF
562,José Giménez,male,1995-01-20T00:00:00+00:00,UY,Atlético de Madrid
25347,José Luis Friaza,male,2002-02-15T00:00:00+00:00,ES,
167,José Luis Morales,male,1987-07-23T00:00:00+00:00,ES,Levante UD
19960,José Macías,male,1999-09-22T00:00:00+00:00,MX,
23578,José Manuel López Sánchez,male,1999-02-25T00:00:00+00:00,ES,Levante UD
12721,José Manuel Calderón,male,2000-01-07T00:00:00+00:00,ES,
869,José María Martín-Bejarano Serrano,male,1987-12-06T00:00:00+00:00,ES,Cádiz CF
23364,José Ángel Carmona,male,2002-01-29T00:00:00+00:00,ES,Sevilla FC
2075,José Pozo,male,1996-03-15T00:00:00+00:00,ES,
9304,João Félix Sequeira,male,1999-11-10T00:00:00+00:00,PT,Atlético de Madrid
22808,Juan Artola,male,2000-04-07T00:00:00+00:00,ES,Athletic Club
125,Juan Torres Ruiz,male,1989-11-26T00:00:00+00:00,ES,Cádiz CF
25527,Juan Carlos Arana Gómez,male,2000-02-08T00:00:00+00:00,ES,Villarreal CF
8710,Juan Cruz Álvaro Armado,male,1992-07-28T00:00:00+00:00,ES,CA Osasuna
12596,Juan Flere,male,1998-05-12T00:00:00+00:00,AR,Cádiz CF
6476,Juan Foyth,male,1998-01-12T00:00:00+00:00,AR,Villarreal CF
16539,Juan Antonio Iglesias,male,1998-07-03T00:00:00+00:00,ES,Getafe CF
25591,Juan Miguel Latasa,male,2001-03-23T00:00:00+00:00,ES,Real Madrid
6276,Juan Miranda,male,2000-01-19T00:00:00+00:00,ES,Real Betis
1814,Juan Pérez,male,1996-07-15T00:00:00+00:00,ES,CA Osasuna
14613,Juan Luis Sánchez Velasco,male,2003-08-15T00:00:00+00:00,ES,Sevilla FC
647,Juan Miguel Jiménez López,male,1993-05-20T00:00:00+00:00,ES,Real Betis
22797,Julen Agirrezabala,male,2000-12-26T00:00:00+00:00,ES,Athletic Club
14513,Julen Lobete,male,2000-09-18T00:00:00+00:00,ES,Real Sociedad
4145,Jules Koundé,male,1998-11-12T00:00:00+00:00,FR,Sevilla FC
70,Karim Benzema,male,1987-12-19T00:00:00+00:00,FR,Real Madrid
3122,Karim Rekik,male,1994-12-02T00:00:00+00:00,NL,Sevilla FC
5864,Keidi Bare,male,1997-08-28T00:00:00+00:00,AL,RCD Espanyol de Barcelona
1823,Kevin Vázquez,male,1993-03-23T00:00:00+00:00,ES,RC Celta
2878,Kieran Trippier,male,1990-09-19T00:00:00+00:00,GB-ENG,Newcastle
1594,Enrique Barja Alfonso,male,1997-04-01T00:00:00+00:00,ES,CA Osasuna
379,Enrique García Martínez,male,1989-11-25T00:00:00+00:00,ES,CA Osasuna
6282,Enrique Gómez Hermoso,male,1999-08-10T00:00:00+00:00,ES,Real Betis
5477,Enrique Pérez Muñoz,male,1997-02-14T00:00:00+00:00,ES,Elche CF
25514,Enrique Jesús Salas Valiente,male,2002-04-23T00:00:00+00:00,ES,Sevilla FC
608,Francisco Casilla Cortés,male,1986-10-02T00:00:00+00:00,ES,Elche CF
14676,Koba Koindredi,male,2001-10-27T00:00:00+00:00,FR,Valencia CF
17024,Amankwaa Akurugu,male,2001-11-20T00:00:00+00:00,GH,
571,Jorge Resurrección,male,1992-01-08T00:00:00+00:00,ES,Atlético de Madrid
4632,Jorge Ruiz Ojeda,male,1995-09-27T00:00:00+00:00,ES,
5462,Kévin Manuel Rodrigues,male,1994-03-05T00:00:00+00:00,PT,Rayo Vallecano
1896,Junior Wakalible Lago,male,1990-12-31T00:00:00+00:00,CI,SD Huesca
15036,José Manuel Cabrera,male,2001-06-23T00:00:00+00:00,ES,Villarreal CF
9145,Landry Dimata,male,1997-09-01T00:00:00+00:00,BE,RCD Espanyol de Barcelona
25045,Lassina Sangare,male,2001-11-20T00:00:00+00:00,CI,Valencia CF
24255,Lazar Carevic,male,1999-03-16T00:00:00+00:00,ME,FC Barcelona
985,Leandro Cabrera,male,1991-06-17T00:00:00+00:00,UY,RCD Espanyol de Barcelona
9361,Kang-In Lee,male,2001-02-19T00:00:00+00:00,KO,RCD Mallorca
14070,Leonardo Román Riquelme,male,2000-07-06T00:00:00+00:00,ES,RCD Mallorca
13684,Lluis Andreu,male,1999-07-23T00:00:00+00:00,ES,Elche CF
23711,Lluís Recasens,male,2002-02-19T00:00:00+00:00,ES,RCD Espanyol de Barcelona
7470,Lorenzo Morón,male,1993-12-30T00:00:00+00:00,ES,RCD Espanyol de Barcelona
26571,Luca Koleosho,male,2004-09-15T00:00:00+00:00,CA,RCD Espanyol de Barcelona
6350,Luca Zidane,male,1998-05-13T00:00:00+00:00,FR,Rayo Vallecano
7482,Lucas Boyé,male,1996-02-28T00:00:00+00:00,AR,Elche CF
3129,Lucas Ocampos,male,1994-07-11T00:00:00+00:00,AR,Sevilla FC
9675,Lucas Olaza,male,1994-07-21T00:00:00+00:00,UY,Elche CF
1496,Lucas Pérez,male,1988-09-10T00:00:00+00:00,ES,Cádiz CF
997,Lucas Torró,male,1994-07-19T00:00:00+00:00,ES,CA Osasuna
990,Lucas Vázquez,male,1991-07-01T00:00:00+00:00,ES,Real Madrid
13693,Lucas De Vega Lima,male,2000-01-16T00:00:00+00:00,BR,FC Barcelona
4828,Ludwig Augustinsson,male,1994-03-23T00:00:00+00:00,SE,Sevilla FC
23024,Luis Abram,male,1996-02-27T00:00:00+00:00,PE,
25383,Luis Bilbao,male,2003-03-24T00:00:00+00:00,ES,Athletic Club
835,Luis Hernández,male,1989-04-14T00:00:00+00:00,ES,Cádiz CF
14678,Luis Federico López Andúgar,male,2001-05-08T00:00:00+00:00,ES,Real Madrid
4523,Luis Milla,male,1994-10-07T00:00:00+00:00,ES,Granada CF
8635,Luis Rioja,male,1993-10-16T00:00:00+00:00,ES,Deportivo Alavés
1460,Luis Suárez,male,1987-01-24T00:00:00+00:00,UY,Atlético de Madrid
8542,Luis Suárez,male,1997-12-02T00:00:00+00:00,CO,Granada CF
24283,Luis Miguel Cruz Hernández,male,2001-05-23T00:00:00+00:00,ES,Sevilla FC
4470,Luka Jovic,male,1997-12-23T00:00:00+00:00,RS,Real Madrid
64,Luka Modric,male,1985-09-09T00:00:00+00:00,HR,Real Madrid
3733,Luuk de Jong,male,1990-08-27T00:00:00+00:00,NL,FC Barcelona
12946,Luís Manuel Arantes Maximiano,male,1999-01-05T00:00:00+00:00,PT,Granada CF
7331,Mamadou Loum,male,1996-12-30T00:00:00+00:00,SN,Deportivo Alavés
1929,Mamadou Sylla,male,1994-03-20T00:00:00+00:00,SN,Rayo Vallecano
1930,Manuel Reina,male,1985-04-01T00:00:00+00:00,ES,RCD Mallorca
4412,Manuel García,male,1998-01-02T00:00:00+00:00,ES,Deportivo Alavés
7314,Manuel Morlanes Ariño,male,1999-01-12T00:00:00+00:00,ES,RCD Espanyol de Barcelona
9807,Manuel Sánchez,male,2000-08-24T00:00:00+00:00,ES,CA Osasuna
89,Manuel Trigueros Muñoz,male,1991-10-17T00:00:00+00:00,ES,Villarreal CF
4284,Manuel Javier Vallejo Galván,male,1997-02-14T00:00:00+00:00,ES,Deportivo Alavés
16964,Manuel Lama,male,2001-02-12T00:00:00+00:00,ES,Atlético de Madrid
9365,Manuel Navarro,male,2000-10-09T00:00:00+00:00,ES,Rayo Vallecano
7,Marc Bartra,male,1991-01-15T00:00:00+00:00,ES,Real Betis
24046,Marc Carmona,male,2001-01-08T00:00:00+00:00,ES,RCD Mallorca
6121,Marc Cucurella,male,1998-07-22T00:00:00+00:00,ES,Brighton
25275,Marc Pubill,male,2003-06-20T00:00:00+00:00,ES,Levante UD
26542,Marc Tenas,male,2001-05-30T00:00:00+00:00,ES,Deportivo Alavés
1339,Marc-André ter Stegen,male,1992-04-30T00:00:00+00:00,DE,FC Barcelona
57,Marcelo Vieira Da Silva Junior,male,1988-05-12T00:00:00+00:00,BR,Real Madrid
9251,Marcelo Saracchi,male,1998-04-23T00:00:00+00:00,UY,Levante UD
1127,Marco Asensio,male,1996-01-21T00:00:00+00:00,ES,Real Madrid
25766,Marco Moreno,male,2001-02-20T00:00:00+00:00,ES,Atlético de Madrid
6384,Marcos Acuña,male,1991-10-28T00:00:00+00:00,AR,Sevilla FC
12137,Marcos André de Sousa Mendonça,male,1996-10-20T00:00:00+00:00,BR,Valencia CF
25815,Marcos Fernández,male,2003-07-18T00:00:00+00:00,ES,RCD Mallorca
1700,Marcos Llorente,male,1995-01-30T00:00:00+00:00,ES,Atlético de Madrid
6159,Marcos Mauro López Gutiérrez,male,1991-01-09T00:00:00+00:00,AR,
1190,Mariano Díaz Mejía,male,1993-08-01T00:00:00+00:00,DO,Real Madrid
25854,Mario Dominguez,male,2004-02-10T00:00:00+00:00,ES,Valencia CF
78,Mario Gaspar Pérez Martínez,male,1990-11-24T00:00:00+00:00,ES,Villarreal CF
25520,Mario Gila,male,2000-08-29T00:00:00+00:00,ES,Real Madrid
1956,Mario Hermoso,male,1995-06-18T00:00:00+00:00,ES,Atlético de Madrid
6347,Mario Hernández,male,1999-01-25T00:00:00+00:00,ES,Rayo Vallecano
569,Mario Suárez,male,1987-02-24T00:00:00+00:00,ES,Rayo Vallecano
1988,Marko Dmitrovic,male,1992-01-24T00:00:00+00:00,RS,Sevilla FC
8271,Martin Braithwaite,male,1991-06-05T00:00:00+00:00,DK,FC Barcelona
8737,Martin Valjent,male,1995-12-11T00:00:00+00:00,SK,RCD Mallorca
5881,Martín Aguirregabiria,male,1996-05-10T00:00:00+00:00,ES,Deportivo Alavés
22833,Martín Calderón,male,1999-03-01T00:00:00+00:00,ES,CD Mirandés
7528,Martín Cáceres,male,1987-04-07T00:00:00+00:00,UY,Levante UD
8678,Martín Merquelanz,male,1995-06-12T00:00:00+00:00,ES,Rayo Vallecano
9,Martín Montoya,male,1991-04-14T00:00:00+00:00,ES,Real Betis
9783,Martín Zubimendi,male,1999-02-02T00:00:00+00:00,ES,Real Sociedad
9200,Matheus Santos Carneiro Da Cunha,male,1999-05-27T00:00:00+00:00,BR,Atlético de Madrid
1885,Mathew Ryan,male,1992-04-08T00:00:00+00:00,AU,Real Sociedad
6235,Mathías Olivera,male,1997-10-31T00:00:00+00:00,UY,Getafe CF
4332,Matt Miazga,male,1995-07-19T00:00:00+00:00,US,Deportivo Alavés
18024,Matthew Hoppe,male,2001-03-13T00:00:00+00:00,US,RCD Mallorca
25579,Matías Arezo,male,2002-11-21T00:00:00+00:00,UY,Granada CF
20682,Matías Dituro,male,1987-05-08T00:00:00+00:00,AR,RC Celta
6229,Mauro Arambarri,male,1995-09-30T00:00:00+00:00,UY,Getafe CF
2310,Maxime Gonalons,male,1989-03-10T00:00:00+00:00,FR,Granada CF
6200,Maximiliano Gómez,male,1996-08-14T00:00:00+00:00,UY,Valencia CF
2628,Memphis Depay,male,1994-02-13T00:00:00+00:00,NL,FC Barcelona
8590,Mickaël Malsa,male,1995-10-12T00:00:00+00:00,MQ,Levante UD
14849,Miguel Baeza,male,2000-03-27T00:00:00+00:00,ES,SD Ponferradina
8706,Miguel De la Fuente,male,1999-09-03T00:00:00+00:00,ES,Deportivo Alavés
12474,Miguel Gutiérrez,male,2001-07-27T00:00:00+00:00,ES,Real Madrid
25856,Miguel Ángel Brau,male,2001-12-27T00:00:00+00:00,ES,Granada CF
8730,Miguel Ángel Morro,male,2000-09-11T00:00:00+00:00,ES,CF Fuenlabrada
25482,Miguel Martín García,male,2001-01-12T00:00:00+00:00,ES,RCD Mallorca
4115,Miguel Llambrich,male,1996-01-18T00:00:00+00:00,ES,RCD Espanyol de Barcelona
25264,Mika Mármol,male,2001-07-03T00:00:00+00:00,ES,FC Barcelona
390,Mikel Balenziaga,male,1988-02-29T00:00:00+00:00,ES,Athletic Club
1592,Mikel Merino,male,1996-06-22T00:00:00+00:00,ES,Real Sociedad
3861,Mikel Oyarzabal,male,1997-04-21T00:00:00+00:00,ES,Real Sociedad
2019,Mikel Vesga,male,1993-04-08T00:00:00+00:00,ES,Athletic Club
12253,Milutin Osmajic,male,1999-07-25T00:00:00+00:00,ME,
2506,Miralem Pjanic,male,1990-04-02T00:00:00+00:00,BA,
92,Moisés Gómez Bardonado,male,1994-06-23T00:00:00+00:00,ES,Villarreal CF
7357,Ramón Rodríguez Jiménez,male,1999-09-13T00:00:00+00:00,ES,Real Valladolid CF
4872,Mouctar Diakhaby,male,1996-12-19T00:00:00+00:00,GN,Valencia CF
1097,Munir El-Haddadi,male,1995-09-01T00:00:00+00:00,MA,Sevilla FC
15713,Myrto Uzuni,male,1995-05-31T00:00:00+00:00,AL,Granada CF
5383,Nabil Fekir,male,1993-07-18T00:00:00+00:00,FR,Real Betis
60,Jose Ignacio Fernandez Iglesias,male,1990-01-18T00:00:00+00:00,ES,Real Madrid
24684,Ignacio Quintana Navarro,male,2001-02-23T00:00:00+00:00,ES,Sevilla FC
6014,Ignacio Vidal Miralles,male,1995-01-24T00:00:00+00:00,ES,CA Osasuna
25476,Nahuel Tenaglia,male,1996-02-21T00:00:00+00:00,AR,Deportivo Alavés
8630,Nehuen Pérez,male,2000-06-24T00:00:00+00:00,AR,Udinese
3242,Nemanja Gudelj,male,1991-11-16T00:00:00+00:00,RS,Sevilla FC
2548,Nemanja Maksimovic,male,1995-01-26T00:00:00+00:00,RS,Getafe CF
1546,Nemanja Radoja,male,1993-02-06T00:00:00+00:00,RS,Levante UD
2681,Norberto Murara Neto,male,1989-07-19T00:00:00+00:00,BR,FC Barcelona
22799,Nicolás González Iglesias,male,2002-01-03T00:00:00+00:00,ES,FC Barcelona
16889,Nicholas Williams,male,2002-02-17T00:00:00+00:00,ES,Athletic Club
15071,Nicolas Jackson,male,2001-06-20T00:00:00+00:00,SN,Villarreal CF
12140,Nicolás Melamed,male,2001-04-11T00:00:00+00:00,ES,RCD Espanyol de Barcelona
22798,Nicolás Serrano,male,2003-03-05T00:00:00+00:00,ES,Athletic Club
15178,Nikita Iosifov,male,2001-04-11T00:00:00+00:00,RU,Villarreal CF
12723,Nikola Maras,male,1995-12-19T00:00:00+00:00,RS,Rayo Vallecano
3499,Nikola Vukcevic,male,1991-12-13T00:00:00+00:00,ME,Levante UD
12576,Njegos Petrovic,male,1999-07-18T00:00:00+00:00,RS,Granada CF
604,Manuel Agudo Durán,male,1986-10-15T00:00:00+00:00,ES,RC Celta
9224,Näis Djouahra,male,1999-11-23T00:00:00+00:00,FR,R. Sociedad B
8048,Néstor Araújo,male,1991-08-29T00:00:00+00:00,MX,RC Celta
3,Oier Olazábal,male,1989-09-14T00:00:00+00:00,ES,RCD Espanyol de Barcelona
447,Oier Sanjurjo,male,1986-05-25T00:00:00+00:00,ES,CA Osasuna
14847,Oier Zarraga,male,1999-01-04T00:00:00+00:00,ES,Athletic Club
12609,Oihan Sancet,male,2000-04-25T00:00:00+00:00,ES,Athletic Club
8582,Okay Yokuslu,male,1994-03-09T00:00:00+00:00,TR,Getafe CF
12180,Omar Alderete,male,1996-12-26T00:00:00+00:00,PY,Valencia CF
25379,Omar Faraj,male,2002-03-09T00:00:00+00:00,SE,Levante UD
1000,Omar Mascarell,male,1993-02-02T00:00:00+00:00,ES,Elche CF
25510,Orbelín Pineda,male,1996-03-24T00:00:00+00:00,MX,RC Celta
25352,Oscar Medina,male,2004-01-19T00:00:00+00:00,ES,Deportivo Alavés
4814,Ousmane Dembélé,male,1997-05-15T00:00:00+00:00,FR,FC Barcelona
13046,Oussama Idrissi,male,1996-02-26T00:00:00+00:00,MA,Cádiz CF
25683,Pablo Barrios Rivas,male,2003-06-15T00:00:00+00:00,ES,
18830,Pablo Cuñat,male,2002-04-28T00:00:00+00:00,ES,Levante UD
23348,Pablo Gálvez,male,2001-10-30T00:00:00+00:00,ES,RCD Mallorca
2580,Pablo Maffeo,male,1997-07-12T00:00:00+00:00,ES,RCD Mallorca
7533,Pablo Martínez,male,1998-02-22T00:00:00+00:00,ES,SD Huesca
724,Pablo Piatti,male,1989-03-31T00:00:00+00:00,AR,Elche CF
25274,Pablo Picón,male,2000-02-01T00:00:00+00:00,ES,Levante UD
14638,Pablo Pérez,male,2001-08-18T00:00:00+00:00,ES,Sevilla FC
726,Francisco Alcácer,male,1993-08-30T00:00:00+00:00,ES,Villarreal CF
6522,Alejandro Gómez,male,1988-02-15T00:00:00+00:00,AR,Sevilla FC
12767,Pathé Ciss,male,1994-03-16T00:00:00+00:00,SN,Rayo Vallecano
24406,Pau Martínez,male,2000-11-10T00:00:00+00:00,ES,CA Osasuna
5843,Pau Torres,male,1997-01-16T00:00:00+00:00,ES,Villarreal CF
9653,Paul Akouokou,male,1997-12-20T00:00:00+00:00,CI,Real Betis
12636,Pedro González López,male,2002-11-25T00:00:00+00:00,ES,FC Barcelona
24193,Pedro Alemañ,male,2002-03-21T00:00:00+00:00,ES,Valencia CF
24124,Pedro Benito,male,2000-03-27T00:00:00+00:00,ES,
180,Pedro Bigas,male,1990-05-15T00:00:00+00:00,ES,Elche CF
23363,Pedro Ortiz,male,2000-08-19T00:00:00+00:00,ES,Sevilla FC
13531,José Sanchez,male,2000-03-02T00:00:00+00:00,ES,Granada CF
4110,José García,male,1998-08-11T00:00:00+00:00,ES,Levante UD
14677,Pere Joan García,male,2002-03-22T00:00:00+00:00,ES,RCD Mallorca
1687,Pere Milla,male,1992-09-23T00:00:00+00:00,ES,Elche CF
554,Pere Pons,male,1993-02-20T00:00:00+00:00,ES,Deportivo Alavés
7567,Peru Nolaskoain,male,1998-10-25T00:00:00+00:00,ES,SD Amorebieta
5979,Pervis Estupiñán,male,1998-01-21T00:00:00+00:00,EC,Villarreal CF
25313,Peter Federico Gonzalez Carmona,male,2002-07-25T00:00:00+00:00,ES,Real Madrid
3468,Philippe Coutinho Correia,male,1992-06-12T00:00:00+00:00,BR,A Villa
3750,Pierre-Emerick Aubameyang,male,1989-06-18T00:00:00+00:00,GA,FC Barcelona
1247,Cristian Portugués Manzanera,male,1992-05-21T00:00:00+00:00,ES,Real Sociedad
993,Joaquín José Marín Ruiz,male,1989-09-24T00:00:00+00:00,ES,Granada CF
3712,Radamel Falcao,male,1986-02-10T00:00:00+00:00,CO,Rayo Vallecano
25316,Rafael Marín Zamora,male,2002-05-19T00:00:00+00:00,ES,Real Madrid
3960,Rafael Mir Vicente,male,1997-06-18T00:00:00+00:00,ES,Sevilla FC
596,Rafael Alcántara do Nascimento,male,1993-02-12T00:00:00+00:00,BR,Real Sociedad
11979,Randy Nteka,male,1997-12-06T00:00:00+00:00,FR,Rayo Vallecano
3455,Raúl Albiol,male,1985-09-04T00:00:00+00:00,ES,Villarreal CF
572,Raúl García,male,1986-07-11T00:00:00+00:00,ES,Athletic Club
12694,Raúl García,male,2000-11-03T00:00:00+00:00,ES,Real Betis
1587,José Raúl Gutiérrez Parejo,male,1996-12-30T00:00:00+00:00,ES,Elche CF
16375,Raúl Parra,male,1999-11-26T00:00:00+00:00,ES,Cádiz CF
15720,Raúl Torrente,male,2001-09-11T00:00:00+00:00,ES,Granada CF
1070,Raúl de Tomás,male,1994-10-17T00:00:00+00:00,ES,RCD Espanyol de Barcelona
13105,Reinildo Isnard Mandava,male,1994-01-21T00:00:00+00:00,MZ,Atlético de Madrid
12010,Renan Augusto Lodi dos Santos,male,1998-04-08T00:00:00+00:00,BR,Atlético de Madrid
5068,Renato Tapia,male,1995-07-28T00:00:00+00:00,PE,RC Celta
6308,Rey Manaj,male,1997-02-24T00:00:00+00:00,AL,Spezia
7487,Ricard Puig Martí,male,1999-08-13T00:00:00+00:00,ES,FC Barcelona
9431,Roberto González,male,2001-01-08T00:00:00+00:00,ES,UD Las Palmas
1542,Roberto Ibáñez Castro,male,1993-03-22T00:00:00+00:00,ES,CD Leganés
4044,Roberto Suárez Pier,male,1995-02-16T00:00:00+00:00,ES,Levante UD
14936,Robert Navarro,male,2002-04-12T00:00:00+00:00,ES,R. Sociedad B
1904,Roberto Soldado,male,1985-05-27T00:00:00+00:00,ES,Levante UD
455,Roberto Torres,male,1989-03-07T00:00:00+00:00,ES,CA Osasuna
9468,Robin Le Normand,male,1996-11-11T00:00:00+00:00,FR,Real Sociedad
12718,Rodrigo Sánchez,male,2000-05-16T00:00:00+00:00,ES,Real Betis
6385,Rodrigo Battaglia,male,1991-07-12T00:00:00+00:00,AR,RCD Mallorca
1481,Rodrigo de Paul,male,1994-05-24T00:00:00+00:00,AR,Atlético de Madrid
12013,Rodrygo Silva de Goes,male,2001-01-09T00:00:00+00:00,BR,Real Madrid
877,Roger Martí,male,1991-01-03T00:00:00+00:00,ES,Levante UD
24673,Roger Martínez,male,2004-04-05T00:00:00+00:00,ES,RCD Espanyol de Barcelona
12130,Ronald Araújo,male,1999-03-07T00:00:00+00:00,UY,FC Barcelona
1858,Rubén Alcaraz,male,1991-05-01T00:00:00+00:00,ES,Cádiz CF
585,Rubén Blanco,male,1995-07-25T00:00:00+00:00,ES,RC Celta
1741,Rubén Duarte,male,1995-10-18T00:00:00+00:00,ES,Deportivo Alavés
972,Rubén García,male,1993-07-14T00:00:00+00:00,ES,CA Osasuna
25202,Rubén Iranzo,male,2003-03-14T00:00:00+00:00,ES,Valencia CF
1495,Rubén Peña,male,1991-07-18T00:00:00+00:00,ES,Villarreal CF
1202,Rubén Rochina,male,1991-03-23T00:00:00+00:00,ES,Granada CF
1005,Rubén Sobrino,male,1992-06-01T00:00:00+00:00,ES,Cádiz CF
19186,Rubén Sánchez,male,2001-02-04T00:00:00+00:00,ES,RCD Espanyol de Barcelona
983,Rubén Yáñez,male,1993-10-12T00:00:00+00:00,ES,Getafe CF
5889,Rui Tiago Dantas da Silva,male,1994-02-07T00:00:00+00:00,PT,Real Betis
1172,Rúben Miguel Nunes Vezo,male,1994-04-25T00:00:00+00:00,PT,Levante UD
918,Salvador Sevilla,male,1984-03-18T00:00:00+00:00,ES,RCD Mallorca
4084,Salvador Sánchez Ponce,male,1991-03-30T00:00:00+00:00,ES,Cádiz CF
8987,Samuel Chukwueze,male,1999-05-22T00:00:00+00:00,NG,Villarreal CF
2306,Samuel Umtiti,male,1993-11-14T00:00:00+00:00,FR,FC Barcelona
532,Sandro Ramírez,male,1995-07-09T00:00:00+00:00,ES,Getafe CF
1068,Santiago Mina Lorenzo,male,1995-12-07T00:00:00+00:00,ES,RC Celta
2710,Santiago Arias,male,1992-01-13T00:00:00+00:00,CO,Granada CF
20471,Santiago Arzamendia,male,1997-05-05T00:00:00+00:00,PY,Cádiz CF
4683,Santiago Comesaña,male,1996-10-05T00:00:00+00:00,ES,Rayo Vallecano
1397,Saul García,male,1994-11-09T00:00:00+00:00,ES,Deportivo Alavés
671,Saúl Ñíguez,male,1994-11-21T00:00:00+00:00,ES,Chelsea
2586,Serge Aurier,male,1992-12-24T00:00:00+00:00,CI,Villarreal CF
1042,Sergi Darder,male,1993-12-22T00:00:00+00:00,ES,RCD Espanyol de Barcelona
1997,Sergio Guardiola Navarro,male,1991-05-29T00:00:00+00:00,ES,Rayo Vallecano
516,Sergi Gómez,male,1992-03-28T00:00:00+00:00,ES,RCD Espanyol de Barcelona
21,Sergi Roberto,male,1992-02-07T00:00:00+00:00,ES,FC Barcelona
2576,Sergio Agüero,male,1988-06-02T00:00:00+00:00,AR,
76,Sergio Asenjo,male,1989-06-28T00:00:00+00:00,ES,
15768,Sergio Barcia,male,2000-12-31T00:00:00+00:00,ES,Granada CF
25519,Sergio Bono,male,2000-07-24T00:00:00+00:00,ES,
16,Sergio Busquets,male,1988-07-16T00:00:00+00:00,ES,FC Barcelona
9784,Sergio Camello,male,2001-02-10T00:00:00+00:00,ES,CD Mirandés
723,Sergio Canales,male,1991-02-16T00:00:00+00:00,ES,Real Betis
25509,Sergio Diez Roldán,male,2003-07-28T00:00:00+00:00,ES,Atlético de Madrid
34,Sergio Escudero,male,1989-09-02T00:00:00+00:00,ES,Granada CF
4617,Sergio Herrera,male,1993-06-05T00:00:00+00:00,ES,CA Osasuna
8731,Sergio Moreno,male,1999-01-01T00:00:00+00:00,ES,SD Amorebieta
1352,Sergio Postigo,male,1988-11-04T00:00:00+00:00,ES,Levante UD
1293,Sergio Rico,male,1993-09-01T00:00:00+00:00,ES,RCD Mallorca
15592,Sergio Santos,male,2001-01-03T00:00:00+00:00,ES,Real Madrid
12494,Sergiño Dest,male,2000-11-03T00:00:00+00:00,US,FC Barcelona
1531,Shkodran Mustafi,male,1992-04-17T00:00:00+00:00,DE,Levante UD
611,Sidnei Rechel da Silva Júnior,male,1989-08-23T00:00:00+00:00,BR,
4589,Sime Vrsaljko,male,1992-01-10T00:00:00+00:00,HR,Atlético de Madrid
5770,Francisco Javier Hidalgo,male,1994-03-30T00:00:00+00:00,ES,Levante UD
1208,Stefan Mitrovic,male,1990-05-22T00:00:00+00:00,RS,Getafe CF
1882,Stefan Savic,male,1991-01-08T00:00:00+00:00,ME,Atlético de Madrid
1035,Stole Dimitrievski,male,1993-12-25T00:00:00+00:00,MK,Rayo Vallecano
899,Jesús Fernández Saez,male,1993-11-19T00:00:00+00:00,ES,Sevilla FC
5705,Alberto Rodríguez,male,1997-09-10T00:00:00+00:00,ES,CF Fuenlabrada
19557,Taichi Hara,male,1999-05-05T00:00:00+00:00,JP,
12132,Takefusa Kubo,male,2001-06-04T00:00:00+00:00,JP,RCD Mallorca
6263,José Antonio Morente Oliva,male,1996-12-04T00:00:00+00:00,ES,Elche CF
